antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,itemset_size
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.029965753424657533,0.029851598173515983,0.016837899543378994,0.5619047619047619,18.82327232996449,1.0,0.015943373913179456,2.214469178082192,0.9761245830029768,0.39176626826029215,0.5484245118886526,0.5629791495948284,2
frozenset({'RED SPOTTY CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.026598173515981736,0.025742009132420092,0.012385844748858447,0.4656652360515021,18.08970052244416,1.0,0.011701154323304352,1.8233101355192458,0.9705343665742702,0.30999999999999994,0.4515469526991808,0.47340911469980873,2
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED SPOTTY CHARLOTTE BAG'}),0.025742009132420092,0.026598173515981736,0.012385844748858447,0.4811529933481153,18.08970052244416,1.0,0.011701154323304352,1.8760864262576593,0.9696814744599921,0.30999999999999994,0.4669755156244271,0.47340911469980873,2
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.029965753424657533,0.021232876712328767,0.011472602739726027,0.3828571428571429,18.031336405529956,1.0,0.01083634359166823,1.5859652460679858,0.9737192238279038,0.28879310344827586,0.3694691592522244,0.4615898617511521,2
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.021232876712328767,0.029965753424657533,0.011472602739726027,0.5403225806451613,18.031336405529952,1.0,0.01083634359166823,2.1102499399182886,0.965031386106556,0.28879310344827586,0.5261224838424963,0.4615898617511521,2
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02591324200913242,0.02773972602739726,0.012671232876712329,0.4889867841409692,17.627671724588026,1.0,0.011952406642897354,1.902612777515352,0.9683644736967132,0.3091922005571031,0.47440697770046847,0.47288845379887967,2
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.02773972602739726,0.02591324200913242,0.012671232876712329,0.4567901234567901,17.627671724588023,1.0,0.011952406642897354,1.7932051681195518,0.9701836390811381,0.3091922005571031,0.44233932749109117,0.47288845379887967,2
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.04526255707762557,0.016894977168949773,0.013242009132420091,0.2925598991172762,17.316383218022562,1.0,0.012477299263985322,1.389665388779007,0.9869218257494079,0.2707117852975496,0.2804023126181304,0.53817184145053,3
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.016894977168949773,0.04526255707762557,0.013242009132420091,0.7837837837837838,17.316383218022562,1.0,0.012477299263985322,4.415660673515982,0.9584441116645579,0.2707117852975496,0.773533322884671,0.53817184145053,3
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.021232876712328767,0.029851598173515983,0.010787671232876713,0.5080645161290324,17.019675568987854,1.0,0.01015383592919247,1.9721049479751482,0.961663352845998,0.2677053824362607,0.49292759443317335,0.43472059458459267,2
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.029851598173515983,0.021232876712328767,0.010787671232876713,0.361376673040153,17.01967556898785,1.0,0.01015383592919247,1.5326203756869823,0.9702066938049758,0.2677053824362607,0.3475227030361255,0.43472059458459267,2
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.028881278538812786,0.029851598173515983,0.01432648401826484,0.4960474308300395,16.617114700080865,1.0,0.01346433169658681,1.9250787895066703,0.9677715609877408,0.32262210796915164,0.48054074178633244,0.4879854744972377,2
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.029851598173515983,0.028881278538812786,0.01432648401826484,0.4799235181644359,16.61711470008086,1.0,0.01346433169658681,1.8672613651625032,0.9687395033620885,0.32262210796915164,0.4644563323287244,0.4879854744972377,2
frozenset({'TOY TIDY PINK RETROSPOT'}),frozenset({'RECYCLING BAG RETROSPOT'}),0.021461187214611873,0.032248858447488586,0.011472602739726027,0.5345744680851063,16.576539258143473,1.0,0.010780503951126957,2.07928245270711,0.9602825814929088,0.2716216216216216,0.5190648587939288,0.4451633402372434,2
frozenset({'RECYCLING BAG RETROSPOT'}),frozenset({'TOY TIDY PINK RETROSPOT'}),0.032248858447488586,0.021461187214611873,0.011472602739726027,0.3557522123893805,16.576539258143473,1.0,0.010780503951126957,1.518885794570726,0.9709869995349117,0.2716216216216216,0.34162265288508786,0.4451633402372434,2
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.029965753424657533,0.024029680365296804,0.011815068493150685,0.3942857142857143,16.40827960637937,1.0,0.011095001016450867,1.6112717541138968,0.9680639233193055,0.28010825439783493,0.3793722272814618,0.4429860875466576,2
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.024029680365296804,0.029965753424657533,0.011815068493150685,0.4916864608076009,16.40827960637937,1.0,0.011095001016450867,1.9083384009729867,0.9621759387573305,0.28010825439783493,0.47598392429239006,0.4429860875466576,2
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.03732876712328767,0.03287671232876712,0.02009132420091324,0.5382262996941896,16.3710499490316,1.0,0.018864077062613373,2.094366324956908,0.9753242133178098,0.4009111617312072,0.5225286101653801,0.5746687054026504,2
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.03287671232876712,0.03732876712328767,0.02009132420091324,0.6111111111111112,16.3710499490316,1.0,0.018864077062613373,2.4754403131115463,0.9708344063868144,0.4009111617312072,0.5960314636942172,0.5746687054026504,2
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.04526255707762557,0.017865296803652966,0.012728310502283105,0.28121059268600257,15.740605699229283,1.0,0.011919681485999041,1.366373367780181,0.9808665724248624,0.25254813137032844,0.26813561828667204,0.4968353282918831,3
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.017865296803652966,0.04526255707762557,0.012728310502283105,0.7124600638977636,15.740605699229281,1.0,0.011919681485999041,3.3203646626078136,0.9535046874499141,0.25254813137032844,0.6988282608649978,0.4968353282918831,3
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX'}),0.030707762557077627,0.039155251141552515,0.018835616438356163,0.6133828996282528,15.66540583307141,1.0,0.017633246283438625,2.485261898489638,0.9658233495001838,0.36912751677852346,0.5976279197746815,0.5472162311552342,2
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX'}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.039155251141552515,0.030707762557077627,0.018835616438356163,0.48104956268221566,15.665405833071409,1.0,0.017633246283438625,1.8677934687804625,0.9743146086023594,0.36912751677852346,0.46460889990533616,0.5472162311552342,2
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.02773972602739726,0.025513698630136986,0.011073059360730594,0.3991769547325103,15.645593393542686,1.0,0.010365316350785013,1.621918981047101,0.9627918208458764,0.26251691474966177,0.3834463917831418,0.4165907145027205,2
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.025513698630136986,0.02773972602739726,0.011073059360730594,0.4340044742729307,15.645593393542686,1.0,0.010365316350785013,1.7177879148844013,0.9605925072505511,0.26251691474966177,0.4178559580404923,0.4165907145027205,2
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.014840182648401826,0.05593607305936073,0.012728310502283105,0.8576923076923078,15.33343799058085,1.0,0.011898208961447844,6.633962729853144,0.9488643744576485,0.2192723697148476,0.849260533903823,0.5426216640502355,3
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05593607305936073,0.014840182648401826,0.012728310502283105,0.22755102040816327,15.33343799058085,1.0,0.011898208961447844,1.2753720224630993,0.9901692323542329,0.2192723697148476,0.21591505663679147,0.5426216640502355,3
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.02773972602739726,0.027054794520547945,0.011358447488584476,0.4094650205761317,15.134656456738034,1.0,0.010607954900856947,1.6475657486516155,0.9605724996946692,0.2614980289093298,0.39304394934259224,0.41464812210241186,2
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.027054794520547945,0.02773972602739726,0.011358447488584476,0.419831223628692,15.134656456738034,1.0,0.010607954900856947,1.6758231631382319,0.959896278293969,0.2614980289093298,0.40327832793088436,0.41464812210241186,2
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.038641552511415524,0.018093607305936073,0.010559360730593607,0.27326440177252587,15.102814886607739,1.0,0.009860195653760347,1.3511191623046368,0.9713205100843882,0.22867737948084052,0.2598728314279285,0.4284303081417834,3
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG WOODLAND'}),0.018093607305936073,0.038641552511415524,0.010559360730593607,0.5835962145110409,15.102814886607737,1.0,0.009860195653760347,2.308716877680918,0.9509940912254463,0.22867737948084052,0.5668589727621823,0.4284303081417834,3
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.015810502283105023,0.05593607305936073,0.013242009132420091,0.8375451263537906,14.973255728284094,1.0,0.01235763172160714,5.811237950279047,0.9482058686483471,0.22634146341463413,0.8279196259805569,0.5371399101156709,3
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.05593607305936073,0.015810502283105023,0.013242009132420091,0.23673469387755103,14.973255728284094,1.0,0.01235763172160714,1.2894461333724025,0.988507484468165,0.22634146341463413,0.2244732260473638,0.5371399101156709,3
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.025513698630136986,0.027054794520547945,0.010273972602739725,0.40268456375838924,14.8840370401835,1.0,0.009583704728842183,1.6288633215330153,0.9572365723657236,0.242914979757085,0.38607494761509914,0.39121569960071356,2
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.027054794520547945,0.025513698630136986,0.010273972602739725,0.37974683544303794,14.8840370401835,1.0,0.009583704728842183,1.5711105675146773,0.9587527865774961,0.242914979757085,0.3635075591262242,0.39121569960071356,2
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.026598173515981736,0.03978310502283105,0.01569634703196347,0.5901287553648068,14.833652502139763,1.0,0.014638189101561686,2.3427281312008414,0.9580685949444012,0.3096846846846847,0.5731472266534753,0.49233840924624844,2
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.03978310502283105,0.026598173515981736,0.01569634703196347,0.3945480631276901,14.833652502139763,1.0,0.014638189101561686,1.607727661278106,0.97122402771098,0.3096846846846847,0.3780041084787809,0.49233840924624844,2
"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN'})",frozenset({'LUNCH BAG PINK RETROSPOT'}),0.018378995433789954,0.03841324200913242,0.010388127853881279,0.5652173913043479,14.714128819691197,1.0,0.009682131054398366,2.2116495433789956,0.9494887598736884,0.22386223862238624,0.5478487977475025,0.4178241488468248,3
frozenset({'LUNCH BAG PINK RETROSPOT'}),"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN'})",0.03841324200913242,0.018378995433789954,0.010388127853881279,0.2704309063893017,14.714128819691197,1.0,0.009682131054398366,1.3454805215337258,0.969270949860966,0.22386223862238624,0.2567711059390955,0.4178241488468248,3
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.024029680365296804,0.028881278538812786,0.010102739726027397,0.42042755344418054,14.557096316881507,1.0,0.00940873183419862,1.6755777939965568,0.9542349422092613,0.23600000000000002,0.4031909448890351,0.3851149624928413,2
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.028881278538812786,0.024029680365296804,0.010102739726027397,0.34980237154150196,14.557096316881506,1.0,0.00940873183419862,1.5010364186479022,0.9590021909507559,0.23600000000000002,0.3337936457925677,0.3851149624928413,2
frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),frozenset({'VINTAGE SNAP CARDS'}),0.029965753424657533,0.04257990867579909,0.018378995433789954,0.6133333333333334,14.404289544235926,1.0,0.017103056389566523,2.47608644307983,0.9593230745615718,0.33930453108535297,0.5961368785024443,0.5224843610366399,2
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),0.04257990867579909,0.029965753424657533,0.018378995433789954,0.43163538873994634,14.404289544235924,1.0,0.017103056389566523,1.706711197983975,0.9719623019061591,0.33930453108535297,0.4140777882155846,0.5224843610366399,2
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.024029680365296804,0.029851598173515983,0.010331050228310502,0.42992874109263657,14.402201804862319,1.0,0.009613725865807636,1.7018019882039572,0.9534779423952614,0.237221494102228,0.41238757097976075,0.3880045235099894,2
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.029851598173515983,0.024029680365296804,0.010331050228310502,0.34608030592734224,14.402201804862317,1.0,0.009613725865807636,1.4924926233010227,0.9591998197927032,0.237221494102228,0.3299799379991249,0.3880045235099894,2
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.043949771689497714,0.018378995433789954,0.011472602739726027,0.26103896103896107,14.203113656529808,1.0,0.010664850086528638,1.3283799183057676,0.9723264275636743,0.22558922558922562,0.2472033141878473,0.44263128176171657,2
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.018378995433789954,0.043949771689497714,0.011472602739726027,0.6242236024844721,14.203113656529807,1.0,0.010664850086528638,2.544199781123816,0.9469977707693653,0.22558922558922562,0.6069491054046537,0.44263128176171657,2
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.02363013698630137,0.0307648401826484,0.01021689497716895,0.43236714975845414,14.053937780645857,1.0,0.0094899175892913,1.7075036432526962,0.951325517460305,0.23126614987080105,0.41434971225299544,0.382231812356036,3
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.0307648401826484,0.02363013698630137,0.01021689497716895,0.3320964749536178,14.053937780645855,1.0,0.0094899175892913,1.4618426560121767,0.9583283847639112,0.23126614987080105,0.3159318508819937,0.382231812356036,3
frozenset({'3 STRIPEY MICE FELTCRAFT'}),frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),0.024315068493150686,0.033961187214611874,0.011529680365296804,0.4741784037558685,13.962362409752632,1.0,0.010703911772064803,1.8371988136007826,0.9515150356734515,0.24664224664224668,0.45569309505481925,0.40683710103759807,2
frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),frozenset({'3 STRIPEY MICE FELTCRAFT'}),0.033961187214611874,0.024315068493150686,0.011529680365296804,0.3394957983193277,13.96236240975263,1.0,0.010703911772064803,1.4771820209836521,0.961016131155213,0.24664224664224668,0.323035356648802,0.40683710103759807,2
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.03367579908675799,0.03447488584474886,0.01615296803652968,0.47966101694915253,13.913346054551576,1.0,0.014991998707282999,1.8555694376273555,0.960471198178323,0.3106476399560922,0.46108187614974894,0.47410203165338416,2
frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.03447488584474886,0.03367579908675799,0.01615296803652968,0.46854304635761584,13.913346054551576,1.0,0.014991998707282999,1.8182548827152591,0.9612661022203246,0.3106476399560922,0.4500221011332209,0.47410203165338416,2
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.0307648401826484,0.02442922374429224,0.010445205479452055,0.339517625231911,13.898011201081962,1.0,0.009693644315172745,1.4770580011287262,0.9575047393052281,0.2334183673469388,0.3229785159175685,0.38354385934492746,2
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.02442922374429224,0.0307648401826484,0.010445205479452055,0.42757009345794394,13.898011201081962,1.0,0.009693644315172745,1.6931944832727612,0.9512864485222371,0.2334183673469388,0.40940039087116054,0.38354385934492746,2
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SUKI  DESIGN'}),0.01660958904109589,0.04971461187214612,0.011472602739726027,0.6907216494845361,13.893735130848533,1.0,0.010646863467192094,3.072589421613394,0.9436995762957804,0.20915712799167532,0.6745416120469141,0.4607454401268834,3
frozenset({'LUNCH BAG SUKI  DESIGN'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG CARS BLUE'})",0.04971461187214612,0.01660958904109589,0.011472602739726027,0.23076923076923075,13.893735130848532,1.0,0.010646863467192094,1.2784075342465753,0.9765751696798607,0.20915712799167532,0.21777682529902623,0.4607454401268834,3
"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.024885844748858448,0.04526255707762557,0.015639269406392695,0.6284403669724771,13.884331941182596,1.0,0.01451287243802256,2.5695402784824397,0.9516592124444779,0.2869109947643979,0.6108253260810544,0.48698184805118183,3
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.04526255707762557,0.024885844748858448,0.015639269406392695,0.34552332912988654,13.884331941182596,1.0,0.01451287243802256,1.4899143065783338,0.9719702269026999,0.2869109947643979,0.32882045928094195,0.48698184805118183,3
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01780821917808219,0.04389269406392694,0.010559360730593607,0.592948717948718,13.509052715814743,1.0,0.009777710014386688,2.3488620429295652,0.9427645218440198,0.20647321428571427,0.5742619269572884,0.41676044480010666,3
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",0.04389269406392694,0.01780821917808219,0.010559360730593607,0.24057217165149541,13.509052715814743,1.0,0.009777710014386688,1.2933313004316007,0.9684849795171567,0.20647321428571427,0.2268029083759995,0.41676044480010666,3
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND'})",0.04720319634703196,0.016381278538812785,0.010388127853881279,0.22007255139056833,13.434394077919015,1.0,0.009614879146598278,1.2611669498424836,0.9714182361100231,0.19527896995708158,0.207083566434327,0.4271094464269915,3
"frozenset({'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.016381278538812785,0.04720319634703196,0.010388127853881279,0.6341463414634146,13.434394077919015,1.0,0.009614879146598278,2.6043112633181127,0.9409786233032331,0.19527896995708158,0.6160213204600147,0.4271094464269915,3
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.02009132420091324,0.04526255707762557,0.011872146118721462,0.5909090909090909,13.055141579731746,1.0,0.010962761410312546,2.333802638254693,0.9423345759552656,0.2219850586979723,0.5715147529579286,0.426602086438152,3
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.04526255707762557,0.02009132420091324,0.011872146118721462,0.26229508196721313,13.055141579731744,1.0,0.010962761410312546,1.32832064941654,0.9671788126980332,0.2219850586979723,0.24716972484072539,0.426602086438152,3
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.03287671232876712,0.030993150684931508,0.013242009132420091,0.4027777777777778,12.995702885205647,1.0,0.012223056233189467,1.6225230965275566,0.9544300087916382,0.2615558060879369,0.3836759537413363,0.41501688152240634,3
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.030993150684931508,0.03287671232876712,0.013242009132420091,0.42725598526703495,12.995702885205647,1.0,0.012223056233189467,1.6885786019468794,0.9525747817026281,0.2615558060879369,0.40778593377469624,0.41501688152240634,3
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.05593607305936073,0.0216324200913242,0.015639269406392695,0.2795918367346939,12.924667492326748,1.0,0.0144292367757136,1.3580739777769155,0.9772945921852797,0.2525345622119816,0.26366308731064914,0.5012734909267137,3
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.0216324200913242,0.05593607305936073,0.015639269406392695,0.7229551451187335,12.924667492326746,1.0,0.0144292367757136,3.4076212220047832,0.9430285604541465,0.2525345622119816,0.7065401537170624,0.5012734909267137,3
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.02363013698630137,0.03595890410958904,0.01067351598173516,0.45169082125603865,12.561306648263171,1.0,0.009823802151748296,1.7582071088045381,0.9426657688361527,0.21820303383897316,0.431238791498271,0.37425810904071777,3
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.03595890410958904,0.02363013698630137,0.01067351598173516,0.2968253968253968,12.56130664826317,1.0,0.009823802151748296,1.3885169609449892,0.9547211747608779,0.21820303383897316,0.27980714090850883,0.37425810904071777,3
frozenset({'LUNCH BAG SUKI  DESIGN'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND'})",0.04971461187214612,0.01672374429223744,0.010388127853881279,0.208955223880597,12.494523967194743,1.0,0.009556713397343675,1.243009606272077,0.9680933217782277,0.18533604887983707,0.1955009881226017,0.41505781671845554,3
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG SUKI  DESIGN'}),0.01672374429223744,0.04971461187214612,0.010388127853881279,0.621160409556314,12.494523967194743,1.0,0.009556713397343675,2.5084109794726235,0.9356118717295939,0.18533604887983707,0.6013412442444964,0.41505781671845554,3
"frozenset({'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.01952054794520548,0.04720319634703196,0.011472602739726027,0.5877192982456141,12.450836886654365,1.0,0.010551170482266841,2.3110390556689016,0.9379942759134818,0.20764462809917356,0.5672942014774551,0.4153832283247417,3
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG CARS BLUE'})",0.04720319634703196,0.01952054794520548,0.011472602739726027,0.24304715840386942,12.450836886654363,1.0,0.010551170482266841,1.2952979342640814,0.9652468502750728,0.20764462809917356,0.22797684335986684,0.4153832283247417,3
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.05593607305936073,0.04526255707762557,0.030993150684931508,0.5540816326530613,12.241500887870915,1.0,0.02846134098538396,2.141058796484959,0.9727208552958284,0.4414634146341464,0.5329413645053885,0.619411560336619,2
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.04526255707762557,0.05593607305936073,0.030993150684931508,0.6847414880201766,12.241500887870913,1.0,0.02846134098538396,2.9945707762557086,0.961846293214145,0.4414634146341464,0.6660623258835244,0.619411560336619,2
frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),frozenset({'3 STRIPEY MICE FELTCRAFT'}),0.040924657534246574,0.024315068493150686,0.01204337899543379,0.29428172942817293,12.10285422436993,1.0,0.011048293144429849,1.3825416914830257,0.9565201203915008,0.22639484978540772,0.27669450682002983,0.3947934468737109,2
frozenset({'3 STRIPEY MICE FELTCRAFT'}),frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),0.024315068493150686,0.040924657534246574,0.01204337899543379,0.4953051643192488,12.10285422436993,1.0,0.011048293144429849,1.9003074227460972,0.9402367838386795,0.22639484978540772,0.47376935540518,0.3947934468737109,2
frozenset({'LUNCH BAG RED SPOTTY'}),"frozenset({'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.05405251141552511,0.015867579908675798,0.010331050228310502,0.191129883843717,12.045307787560873,1.0,0.009473367684160046,1.2166754593035038,0.9693774037716274,0.17337164750957856,0.1780881315938941,0.42110451026718226,3
"frozenset({'LUNCH BAG PINK RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED SPOTTY'}),0.015867579908675798,0.05405251141552511,0.010331050228310502,0.6510791366906475,12.045307787560871,1.0,0.009473367684160046,2.711065998211176,0.9317649757978879,0.17337164750957856,0.6311414031750525,0.42110451026718226,3
